Book,Chapter,Verse,Content
1CH,27,18,"Іссахара —"
1CH,27,19,"Зебулона —"
1CH,27,19,"Нефталїя —"
1CH,27,20,"Ефраїмових —"
1CH,27,20,"Манассіїного —"
1CH,27,21,"Галаадї —"
1CH,27,21,"Бенямина —"
1CH,27,22,"Дана —"
1CH,27,25,"замках —"
1CH,27,26,", —"
1CH,27,27,"виноградниками —"
1CH,27,27,"виноградниках —"
1CH,27,28,"долинї —"
1CH,27,28,"оливи —"
1CH,27,29,", —"
1CH,27,29,"долинах —"
1CH,27,30,"верблюдами —"
1CH,27,30,"ослицями —"
1CH,27,31,"вівцями —"
1CH,27,32,", —"
1CH,27,32,"вчений —"
1CH,27,33,"Архиту —"
1CH,27,34,"Ахитофелові —"
1CH,28,4,"домі —"
1CH,28,5,", —"
1CH,28,5,", —"
1CH,28,9,"Бога —"
1CH,28,19,", —"
1CH,28,19,") —"
1CH,29,3,"того —"
1CH,29,3,"мого —"
1CH,29,20,"! —"
2CH,1,2,"Ізраїлї —"
2CH,1,17,"коня —"
2CH,2,14,", —"
2CH,2,14,", —"
2CH,3,4,"завширшки —"
2CH,4,2,", —"
2CH,4,2,", —"
2CH,4,4,", —"
2CH,4,6,"; —"
2CH,4,22,", —"
2CH,4,22,"сьвятиню —"
2CH,5,5,", —"
2CH,5,7,"храму —"
2CH,5,12,", —"
2CH,6,3,"Ізраїлський —"
2CH,6,3,", —"
2CH,6,9,", —"
2CH,6,12,", —"
2CH,6,13,"двора —"
2CH,6,26,", —"
2CH,6,28,", —"
2CH,6,30,", —"
2CH,6,32,", —"
2CH,6,32,", —"
2CH,6,36,", —"
2CH,6,36,", —"
2CH,6,38,", —"
2CH,7,6,"Господа —"
2CH,7,6,"ними —"
2CH,7,8,"ним —"
2CH,7,22,", —"
2CH,8,7,", —"
2CH,8,8,", —"
2CH,8,13,", —"
2CH,8,14,"він —"
2CH,8,14,", —"
2CH,9,15,", —"
2CH,9,15,", —"
2CH,9,16,", —"
2CH,9,25,"цареві —"
2CH,10,10,"нам —"
2CH,10,16,". —"
2CH,11,21,", —"
2CH,12,2,", —"
2CH,12,2,", —"
2CH,13,3,", —"
2CH,14,7,", —"
2CH,14,8,", —"
2CH,18,3,", —"
2CH,18,7,"; —"
2CH,18,13,", —"
2CH,18,16,", —"
2CH,19,10,", —"
2CH,20,10,", —"
2CH,20,19,"Кореєвих —"
2CH,20,24,"ось —"
2CH,20,37,". —"
2CH,21,13,", —"
2CH,21,13,", —"
2CH,21,15,"самого —"
2CH,22,1,", —"
2CH,23,13,", —"
2CH,24,18,", —"
2CH,25,19,", —"
2CH,26,13,"сили —"
2CH,26,19,", —"
2CH,26,19,", —"
2CH,28,22,"він —"
2CH,29,12,"Азарієнко —"
2CH,29,31,", —"
2CH,29,32,"ягнят —"
2CH,30,13,", —"
2CH,31,16,", —"
2CH,31,18,", —"
2CH,31,20,", —"
2CH,32,9,", —"
2CH,32,9,", —"
2CH,32,19,", —"
2CH,34,22,", —"
2CH,34,22,", —"
2CH,34,27,", —"
2CH,36,13,", —"
2CH,36,17,", —"
2CH,36,22,", —"
2CH,36,22,", —"
2CH,36,23,"вами —"
EZR,1,1,", —"
EZR,1,1,", —"
EZR,1,3,", —"
EZR,1,3,"ним —"
EZR,1,7,", —"
EZR,2,1,", —"
EZR,2,21,", —"
EZR,2,42,", —"
EZR,2,58,"Усього —"
EZR,2,59,"племя —"
EZR,2,66,"їх —"
EZR,4,5,"дїло —"
EZR,4,9,", —"
EZR,4,11,"Артаксерксові —"
EZR,4,15,"місто —"
EZR,4,19,", —"
EZR,5,6,"товаришами —"
EZR,5,7,"цареві —"
EZR,5,11,", —"
EZR,5,14,", —"
EZR,6,8,"поборів —"
EZR,6,9,"потрібно —"
EZR,6,20,", —"
EZR,7,5,", —"
EZR,7,5,", —"
EZR,7,7,"нетинеїв —"
EZR,7,8,", —"
EZR,7,9,", —"
EZR,7,25,", —"
EZR,8,2,"Пинеесових —"
EZR,8,2,"Ітамарових —"
EZR,8,2,"Давидових —"
EZR,8,3,"Пароша —"
EZR,8,5,"Шеханїя —"
EZR,8,16,"Мешуллама —"
EZR,8,16,"Елнатана —"
EZR,8,19,"їх —"
EZR,8,25,", —"
EZR,8,28,"золото —"
EZR,8,35,"гріх —"
EZR,9,11,"їй —"
EZR,9,13,"наші —"
EZR,9,13,", —"
EZR,10,18,"чужоплеміннїх —"
EZR,10,25,"Ізрайлитян —"
NEH,1,6,"согрішили —"
NEH,1,11,", —"
NEH,2,18,", —"
NEH,3,15,", —"
NEH,4,22,", —"
NEH,6,1,", —"
NEH,6,1,", —"
NEH,7,6,", —"
NEH,7,45,"Шовайові —"
NEH,7,62,"Некодині —"
NEH,7,68,"їх —"
NEH,9,5,"левіти —"
NEH,10,34,", —"
NEH,11,3,", —"
NEH,11,8,", —"
NEH,11,12,"Божому —"
NEH,11,13,"поколїннях —"
NEH,11,14,", —"
NEH,11,19,"брам —"
NEH,12,12,"Сараіїного —"
NEH,12,12,"Ереміїного —"
NEH,12,13,"Ездриного —"
NEH,12,13,"Амаріїного —"
NEH,12,14,"Мелиху —"
NEH,12,14,"Шеванїїного —"
NEH,12,15,"Харимового —"
NEH,12,15,"Мерайотового —"
NEH,12,16,"Іддо —"
NEH,12,16,"Гіннетонового —"
NEH,12,17,"Авіїного —"
NEH,12,17,"Моадіїного —"
NEH,12,18,"Вилгиного —"
NEH,12,18,"Шемаїїного —"
NEH,12,19,"Йояривого —"
NEH,12,19,"Едаїїного —"
NEH,12,20,"Саллайового —"
NEH,12,20,"Аммокового —"
NEH,12,21,"Хелкіїного —"
NEH,12,21,"Едаїїного —"
NEH,12,24,"Божого —"
NEH,12,25,"Аккув —"
EST,1,1,", —"
EST,1,1,", —"
EST,1,10,"Каркасові —"
EST,1,13,", —"
EST,1,13,", —"
EST,1,14,", —"
EST,2,7,", —"
EST,2,7,", —"
EST,2,12,", —"
EST,2,12,"; —"
EST,2,14,", —"
EST,2,15,", —"
EST,2,18,", —"
EST,3,7,", —"
EST,3,7,", —"
EST,3,7,", —"
EST,3,12,", —"
EST,4,11,"присуд —"
EST,4,16,"загинути —"
EST,6,9,", —"
EST,7,6,"супротивник —"
EST,8,9,"Етиопиї —"
EST,8,11,", —"
EST,9,1,", —"
EST,9,9,"Ваєзата —"
EST,9,22,"сумуваннє —"
EST,9,22,", —"
JOB,1,11,", —"
JOB,1,15,"се —"
JOB,2,5,", —"
JOB,3,6,"тая —"
JOB,3,7,"тая —"
JOB,4,2,", —"
JOB,4,6,"твоїх —"
JOB,4,16,"хтось —"
JOB,4,16,", —"
JOB,4,16,"повів —"
JOB,5,20,"війнї —"
JOB,6,21,"тепер —"
JOB,6,29,", —"
JOB,7,7,"моє —"
JOB,7,8,", —"
JOB,7,16,", —"
JOB,8,2,"? —"
JOB,8,8,", —"
JOB,8,9,", —"
JOB,8,14,"його —"
JOB,8,21,"твої —"
JOB,9,7,", —"
JOB,9,25,", —"
JOB,9,34,", —"
JOB,10,8,", —"
JOB,10,13,", —"
JOB,10,13,", —"
JOB,10,21,"пійду —"
JOB,10,21,"вернусь —"
JOB,11,8,", —"
JOB,11,8,", —"
JOB,11,11,", —"
JOB,12,4,"посьміхом —"
JOB,12,7,", —"
JOB,12,15,", —"
JOB,12,15,", —"
JOB,13,12,"ваші —"
JOB,14,9,"; —"
JOB,14,21,"вони —"
JOB,15,24,", —"
JOB,16,6,", —"
JOB,16,6,", —"
JOB,16,16,", —"
JOB,17,11,"мої —"
JOB,17,11,"серцю —"
JOB,17,13,"гріб —"
JOB,19,16,", —"
JOB,19,23,", —"
JOB,19,25,"знаю —"
JOB,20,4,", —"
JOB,20,4,", —"
JOB,20,6,", —"
JOB,20,13,", —"
JOB,20,24,", —"
JOB,20,25,"тїла —"
JOB,21,16,". —"
JOB,21,19,". —"
JOB,21,32,"його —"
JOB,22,14,"Хмарі —"
JOB,22,18,". —"
JOB,22,18,"! —"
JOB,22,20,"ті —"
JOB,22,20,"їх —"
JOB,22,21,"його —"
JOB,22,23,", —"
JOB,22,23,", —"
JOB,22,24,"каміннєм —"
JOB,23,7,"ним —"
JOB,23,8,"вперед —"
JOB,23,10,", —"
JOB,23,15,"думаю —"
JOB,24,5,", —"
JOB,24,10,"голодних —"
JOB,24,15,", —"
JOB,24,17,"тьма —"
JOB,24,18,"собі —"
JOB,24,19,"безодня —"
JOB,24,23,", —"
JOB,24,23,"вповає —"
JOB,24,24,", —"
JOB,25,6,"чоловік —"
JOB,25,6,", —"
JOB,27,18,", —"
JOB,28,6,"її —"
JOB,28,18,"премудрість —"
JOB,28,26,", —"
JOB,28,28,"Господень —"
JOB,28,28,"злого —"
JOB,29,24,"них —"
JOB,30,2,"їх —"
JOB,30,4,", —"
JOB,30,4,"ялівцю —"
JOB,30,20,", —"
JOB,31,4,", —"
JOB,31,5,", —"
JOB,31,19,", —"
JOB,31,40,"ячменю —"
JOB,32,11,", —"
JOB,33,5,", —"
JOB,33,23,", —"
JOB,34,6,"рана —"
JOB,34,10,"Вседержителя —"
JOB,34,14,", —"
JOB,34,18,"ти —"
JOB,34,18,"ви —"
JOB,34,19,"вони —"
JOB,34,29,", —"
JOB,34,29,"? —"
JOB,34,31,", —"
JOB,34,32,", —"
JOB,35,14,", —"
JOB,36,8,"нужди —"
JOB,36,12,", —"
JOB,36,13,"же —"
JOB,36,17,"присуд —"
JOB,36,19,", —"
JOB,37,3,"його —"
JOB,37,9,"ж —"
JOB,38,29,"воздусї —"
JOB,39,7,"Сьміх —"
JOB,39,18,", —"
JOB,39,35,"говорив —"
JOB,39,35,"; —"
JOB,40,12,"його —"
JOB,40,13,"костї —"
JOB,40,14,"Се —"
JOB,40,27,", —"
JOB,41,6,"його —"
JOB,41,7,"його —"
JOB,41,10,"він —"
JOB,41,19,"йому —"
JOB,41,19,"мідь —"
JOB,41,20,"пращі —"
JOB,41,21,"Друк —"
JOB,41,23,"морська —"
JOB,42,3,", —"
PSA,7,4,", —"
PSA,9,6,"віки —"
PSA,12,5,", —"
PSA,12,6,"Господнї —"
PSA,17,3,"переглянув —"
PSA,18,11,"себе —"
PSA,18,13,"голос —"
PSA,18,25,"звершеного —"
PSA,18,26,"лукавого —"
PSA,18,41,", —"
PSA,18,41,", —"
PSA,19,12,"Провини —"
PSA,21,11,", —"
PSA,22,1,"мене —"
PSA,25,10,"Господнї —"
PSA,27,2,", —"
PSA,29,8,"його —"
PSA,30,7,", —"
PSA,31,13,"людей —"
PSA,31,13,"пострах —"
PSA,32,6,"повінь —"
PSA,33,6,"їх —"
PSA,33,12,", —"
PSA,35,8,", —"
PSA,40,9,"я —"
PSA,42,4,"хвали —"
PSA,45,6,"правоти —"
PSA,46,4,"Ріка —"
PSA,46,6,"голос —"
PSA,48,14,"наш —"
PSA,49,2,"мужів —"
PSA,50,11,"полях —"
PSA,55,21,"вони —"
PSA,57,4,"зуби —"
PSA,64,7,"нараз —"
PSA,67,4,"землї —"
PSA,68,4,"пустинї —"
PSA,68,4,"його —"
PSA,68,8,"земля —"
PSA,68,8,"Богом —"
PSA,68,17,"ними —"
PSA,69,13,", —"
PSA,73,2,"я —"
PSA,73,6,"бута —"
PSA,73,6,"насильства —"
PSA,73,26,"моя —"
PSA,74,2,", —"
PSA,74,8,"! —"
PSA,75,4,", —"
PSA,75,4,", —"
PSA,77,16,"і —"
PSA,78,35,"всевишнїй —"
PSA,84,11,"Бог —"
PSA,88,18,". —"
PSA,89,9,", —"
PSA,89,12,"полудень —"
PSA,89,14,"суд —"
PSA,90,5,"вони —"
PSA,90,10,"їх —"
PSA,91,7,", —"
PSA,94,8,", —"
PSA,94,17,", —"
PSA,96,3,"родами —"
PSA,97,2,"суд —"
PSA,98,9,"правотї —"
PSA,99,3,"страшне —"
PSA,100,3,", —"
PSA,102,25,"небеса —"
PSA,103,1,"моє —"
PSA,103,15,", —"
PSA,104,4,"твої —"
PSA,104,18,"скелї —"
PSA,107,17,"Безумні —"
PSA,107,34,"землю —"
PSA,108,8,"Єфрем —"
PSA,111,10,"Господом —"
PSA,114,4,"горби —"
PSA,115,4,"їх —"
PSA,118,10,", —"
PSA,118,11,", —"
PSA,118,12,"певна —"
PSA,124,1,"нами —"
PSA,124,1,"! —"
PSA,129,1,", —"
PSA,129,1,"Ізраїль —"
PSA,130,3,", —"
PSA,135,4,"Ізраїля —"
PSA,135,15,"народів —"
PSA,139,6,"надто —"
PSA,139,8,", —"
PSA,139,12,"тьма —"
PSA,140,7,"Господь —"
PSA,141,5,", —"
PSA,141,5,", —"
PSA,144,15,"Господь —"
PSA,147,18,", —"
PRO,1,7,"премудростї —"
PRO,1,11,"чесного —"
PRO,1,12,", —"
PRO,1,14,", —"
PRO,1,28,", —"
PRO,1,28,", —"
PRO,2,4,", —"
PRO,3,3,", —"
PRO,3,16,"неї —"
PRO,3,16,"неї —"
PRO,3,17,"її —"
PRO,3,17,"її —"
PRO,3,18,"Вона —"
PRO,3,24,"меш —"
PRO,3,24,", —"
PRO,4,7,"річ —"
PRO,4,9,", —"
PRO,4,12,", —"
PRO,4,12,"побіжиш —"
PRO,4,18,"праведних —"
PRO,4,19,"безбожників —"
PRO,5,6,"її —"
PRO,5,11,", —"
PRO,5,18,", —"
PRO,6,1,", —"
PRO,6,3,", —"
PRO,6,4,"задрімати —"
PRO,6,15,"розбитий —"
PRO,6,23,"заповідь —"
PRO,6,23,"навчаннє —"
PRO,6,23,"жизнї —"
PRO,7,7,", —"
PRO,7,10,"ось —"
PRO,7,15,"й —"
PRO,7,19,", —"
PRO,7,27,"її —"
PRO,8,5,"глупі —"
PRO,8,7,", —"
PRO,8,13,"Господень —"
PRO,8,14,"я —"
PRO,8,19,"золота —"
PRO,8,29,", —"
PRO,8,31,"була —"
PRO,9,9,", —"
PRO,9,10,"премудростї —"
PRO,9,10,"сьвятого —"
PRO,9,18,", —"
PRO,10,1,"безумний —"
PRO,10,5,", —"
PRO,10,5,"той —"
PRO,10,11,"праведного —"
PRO,10,14,"дурного —"
PRO,10,15,"Багацтво —"
PRO,10,15,"злиднї —"
PRO,10,16,"праведного —"
PRO,10,16,"безбожника —"
PRO,10,19,"язика —"
PRO,10,20,"срібло —"
PRO,10,20,"безбожних —"
PRO,10,22,"благодать —"
PRO,10,23,"зло —"
PRO,10,25,"праведний —"
PRO,10,28,"праведних —"
PRO,10,29,"Господня —"
PRO,11,1,"вага —"
PRO,11,23,"праведних —"
PRO,11,23,"безбожних —"
PRO,11,26,"продаючого —"
PRO,11,30,"праведного —"
PRO,12,4,"честивая —"
PRO,12,4,"ж —"
PRO,12,5,"праведних —"
PRO,12,5,"безбожних —"
PRO,12,6,"слова —"
PRO,12,6,"праведних —"
PRO,12,7,"безбожних —"
PRO,12,14,"його —"
PRO,12,17,"льживого —"
PRO,12,18,"мудрий —"
PRO,12,19,"ложний —"
PRO,12,20,"Омана —"
PRO,12,28,"правди —"
PRO,13,2,"проступників —"
PRO,13,10,"гордими —"
PRO,13,10,"порадою —"
PRO,13,12,"бажаннє —"
PRO,13,14,"мудрого —"
PRO,13,17,"посланець —"
PRO,13,20,", —"
PRO,14,3,"устах —"
PRO,14,8,"розумного —"
PRO,14,8,"безумних —"
PRO,14,9,"праведними —"
PRO,14,12,"їх —"
PRO,14,14,"добрий —"
PRO,14,17,", —"
PRO,14,19,"безбожні —"
PRO,14,24,"мудрих —"
PRO,14,24,"дурних —"
PRO,14,26,"він —"
PRO,14,27,"страх —"
PRO,14,28,"людей —"
PRO,14,31,"тїснить —"
PRO,14,34,"безбожність —"
PRO,14,35,"царя —"
PRO,15,4,"язик —"
PRO,15,4,"необузданий —"
PRO,15,5,", —"
PRO,15,6,"праведного —"
PRO,15,6,"безбожного —"
PRO,15,8,"безбожних —"
PRO,15,9,"правди —"
PRO,15,10,", —"
PRO,15,11,"надто —"
PRO,15,19,"дорога —"
PRO,15,19,"праведних —"
PRO,15,21,"Дурницї —"
PRO,15,23,"чоловікові —"
PRO,15,23,"сказане —"
PRO,15,32,", —"
PRO,15,32,", —"
PRO,16,4,"безбожника —"
PRO,16,5,"серцем —"
PRO,16,10,"устах —"
PRO,16,14,"досада —"
PRO,16,15,"царському —"
PRO,16,15,"його —"
PRO,16,16,"мудрість —"
PRO,16,16,"розум —"
PRO,16,18,"упадку —"
PRO,16,22,"жизняна —"
PRO,16,22,"безумних —"
PRO,16,24,"мова —"
PRO,16,25,"їх —"
PRO,16,27,"його —"
PRO,16,30,", —"
PRO,16,31,"величній —"
PRO,16,32,"гамувати —"
PRO,16,33,"від —"
PRO,17,6,"старих —"
PRO,17,6,"дїтей —"
PRO,17,8,"Гостинець —"
PRO,17,9,"покриває —"
PRO,17,9,"згадує —"
PRO,17,11,"бурить —"
PRO,17,14,"сварки —"
PRO,17,15,", —"
PRO,17,16,", —"
PRO,17,21,"зродив —"
PRO,17,22,"серце —"
PRO,17,24,"мудрість —"
PRO,17,24,"очі —"
PRO,17,25,"син —"
PRO,17,27,"Розумний —"
PRO,17,28,", —"
PRO,18,3,"безчесним —"
PRO,18,4,"мужа —"
PRO,18,4,"мудростї —"
PRO,18,5,"безбожного —"
PRO,18,7,"язик —"
PRO,18,7,"його —"
PRO,18,8,"слова —"
PRO,18,9,"роботї —"
PRO,18,10,"Господнє —"
PRO,18,12,"славою —"
PRO,18,14,"прибитий —"
PRO,18,17,"спорі —"
PRO,18,19,"брат —"
PRO,18,19,") —"
PRO,18,21,"життє —"
PRO,18,22,"жону —"
PRO,19,8,"розважливий —"
PRO,19,9,"сплїтав —"
PRO,19,10,"слузї —"
PRO,19,11,"його —"
PRO,19,12,"гнїв —"
PRO,19,12,"ласкавість —"
PRO,19,13,"син —"
PRO,19,13,"жінка —"
PRO,19,14,"майно —"
PRO,19,14,"жона —"
PRO,19,25,"розумного —"
PRO,19,26,", —"
PRO,19,29,"безумних —"
PRO,20,1,"Вино —"
PRO,20,1,"напитки —"
PRO,20,1,"надиться —"
PRO,20,2,"грізьба —"
PRO,20,4,"лїтом —"
PRO,20,5,"задуми —"
PRO,20,9,", —"
PRO,20,10,"друге —"
PRO,20,12,"бачить —"
PRO,20,14,", —"
PRO,20,15,"знадоба —"
PRO,20,22,", —"
PRO,20,23,"міра —"
PRO,20,24,"ж —"
