Book,Chapter,Verse,Content
MAT,6,5,"І коли молиш ся, не будь таким, як лицеміри; бо вони люблять молитись, стоячи в школах та по росхідних улицях, щоб їх бачили люде. Істино глаголю вам: Мають вони нагороду собі."
MAT,6,6,"Ти ж, коли молиш ся, увійди в хатину твою та, зачинивши двері, помолись Отцю твоєму потай; а Отець твій, що бачить потайне, віддасть тобі прилюдно."
MAT,6,7,"Як же молитесь, то не говоріть багато, як погане: бо вони думають, що за довгі молитви будуть вислухані."
MAT,6,8,"Не приподоблюйте ся ж до них; бо Отець ваш знає, чого вам треба, перш ніж просите в Него."
MAT,6,9,"Тим же то моліться ось як: Отче наш, що на небі! Нехай святить ся імя твоє."
MAT,6,10,"Нехай прийде царство твоє. Нехай буде воля твоя, як на небі, так і на землі."
MAT,6,11,"Хліб наш щоденний дай нам сьогодні."
MAT,6,12,"І прости нам довги наші, як і ми прощаємо довжникам нашим."
MAT,6,13,"І не введи нас у спокусу, а ізбави нас від лукавого. Бо твоє єсть царство й сила, й слава по віки. Амінь."
MAT,6,14,"Бо коли прощати мете людям провини їх, то й Отець ваш небесний прощати ме вам."
MAT,6,15,"Як же не прощати мете людям провин їх, то й Отець ваш небесний не прощати буде провин ваших."
MAT,6,16,"Коли ж постите, нехай не буде в вас, як у лицемірів, сумного виду: зміняють бо лиця свої, щоб здаватись людям постниками. Істинно глаголю вам: Що мають вони нагороду собі."
MAT,6,17,"Ти ж, коли постиш, намасти голову твою, і вмий лице твоє;"
MAT,6,18,"щоб не здавав ся людям постником, а Отцеві твоєму, що потай; а Отець твій, що бачить потайне, віддасть тобі прилюдно."
MAT,6,19,"Не збирайте собі скарбів на землі, де міль і ржа їсть, і де злодії підкопують ся і крадуть."
MAT,6,20,"Збирайте ж собі скарби на небі, де ні міль, ні ржа не їсть, і де злодії не підкопують ся й не крадуть."
MAT,6,21,"Бо де скарб ваш, там буде й серце ваше."
MAT,6,22,"Сьвітло тілу око; тим, коли око в тебе ясне, то й все тіло твоє буде сьвітле."
MAT,6,23,"Коли ж у тебе око лихе, то й все тіло твоє буде темне. Тим, коли сьвітло, що в тобі, буде темрява, то яка велика се темрява!"
MAT,6,24,"Ніхто не може служити двом панам, бо, або одного ненавидіти ме, а другого любити ме; або до одного прихилить ся, а другим гордувати ме. Не можете Богу служити й мамоні."
MAT,6,25,"Тим глаголю вам: Не журіть ся життєм вашим, що вам їсти або пити; ані тілом вашим, чим зодягти ся. Чи душа ж не більше їжі, а тіло одежі?"
MAT,6,26,"Спогляньте на птаство небесне, що не сіють і не жнуть, ані збирають у клуню; от же Отець ваш небесний годує їх. А ви хиба не луччі від них?"
MAT,6,27,"Хто з вас, журячись, може прибавити собі зросту хоч на один локіть?"
MAT,6,28,"І одежею чого вам журитись? Придивіть ся до польових лилій, як вони ростуть; не працюють, ні прядуть;"
MAT,6,29,"глаголю ж вам: Що й Соломон у всій славі своїй не одягавсь так, як одна з них."
MAT,6,30,"Коли ж Бог так зʼодягає польове зіллє, що сьогодні воно є, а завтра вкинуть його в піч, то чи не більше ж зʼодягати ме вас, маловірні?"
MAT,6,31,"Тим же то не журіть ся, кажучи: Що їсти мем? або: Що пити мем? або: Чим зодягнемось?"
MAT,6,32,"Про все таке побивають ся погане; бо Отець ваш небесний знає, що вам усього того треба."
MAT,6,33,"А шукайте перш царства Божого та правди Його; се ж усе додасть ся вам."
MAT,6,34,"Оце ж не журіть ся про завтра; бо завтра журити меть ся само про своє. Доволі в кожного дня лиха свого."
MAT,7,1,"Не судіть, щоб вас не суджено."
MAT,7,2,"Бо яким судом судите, вас судити муть; і якою мірою міряєте, вам одміряєть ся."
MAT,7,3,"Чого ж дивиш ся на порошину в оці брата твого, у своєму ж оці поліна не чуєш?"
MAT,7,4,"Або, як скажеш ти братові твоєму: Дай я вийму порошину тобі з ока, а он у тебе самого поліно в оці?"
MAT,7,5,"Лицеміре, перш вийми в себе самого з ока ломаку; тоді добре бачити меш, як вийняти братові твоєму з ока порошину."
MAT,7,6,"Не давайте сьвятого собакам, і не кидайте ваших перел перед свинями, щоб не потоптали їх ногами своїми й, обернувшись, не порвали вас."
MAT,7,7,"Просіть, то й дасть ся вам; шукайте, то й знайдете; стукайте, то й відчинить ся вам:"
MAT,7,8,"кожен бо, хто просить, одержує; і хто шукає, знаходить; і хто стукає, тому відчиняють."
MAT,7,9,"Або, чи є між вами така людина, що в неї син попросить хліба, а вона подала б йому каменя?"
MAT,7,10,"або коли попросить риби, а вона подала б йому гадюку?"
MAT,7,11,"Коли ж ви, бувши лихими, умієте давати добрі дари дітям вашим, то чи не більше ж давати ме все добре Отець ваш, що на небі, тим, хто просить у Него?"
MAT,7,12,"Оце ж, усе, що бажаєте, щоб робили вам люде, так і ви робіть їм; се бо єсть закон і пророки."
MAT,7,13,"Увіходьте вузкими дверима, бо широкі ті двері й розлога та дорога, що веде до погибелі, й багацько таких, що ними входять:"
MAT,7,14,"вузкі бо ті двері, й тісна та дорога, що веде до життя, і мало таких, що їх знаходять."
MAT,7,15,"Остерегайтесь лжепророків, що приходять до вас ув одежі овечій, а в середині вони вовки хижі."
MAT,7,16,"Познаєте їх по овощам їх. Чи збирають виноград із тернини, або фиґи з бодяків?"
MAT,7,17,"Так усяке добре дерево родить овощ добрий, а пусте дерево родить овощ лихий."
MAT,7,18,"Не може добре дерево родити лихого овощу, ані пусте дерево родити овощу доброго."
MAT,7,19,"Усяке дерево, що не родить доброго овощу, рубають і кидають ув огонь."
MAT,7,20,"Оце ж по овощам їх познаєте їх."
MAT,7,21,"Не кожен, хто говорить до мене: Господи, Господи! увійде в царство небесне, а той, хто чинить волю Отця мого, що на небі."
MAT,7,22,"Многі казати муть до мене того дня: Господи, Господи, чи не в твоє ж імя ми пророкували? й не твоїм імям біси виганяли? й не твоїм імям великі чудеса робили?"
MAT,7,23,"І промовлю тоді до них: Ніколи я вас не знав; ійдіть від мене, ви, що чините беззаконнє."
MAT,7,24,"Оттим же, всякий, хто слухає сі слова мої й чинить їх, того уподоблю я чоловікові мудрому, що збудував свій будинок на камені;"
MAT,7,25,"і полили дощі, й надійшла повідь і забуяли вітри, й наперли на той будинок; та й не впав він; бо основано його на камені."
MAT,7,26,"А всякий, хто слухає сі слова мої, та й не чинить їх, уподобить ся чоловікові необачному, що збудував свій будинок на піску;"
MAT,7,27,"і полили дощі, й надійшла повідь, і забуяли вітри, й наперли на той будинок; і впав він, і велика була руїна його."
MAT,8,3,"Хочу, очистись"
MAT,8,4,"Гледи ж, не кажи нікому, а йди та покажись священикові, й принеси дар, який повелів Мойсей на сьвідкуваннє їм."
MAT,8,7,"Я пійду та сцілю його."
MAT,8,10,"Істино кажу вам: Навіть в Ізраїлі не знайшов я такої віри."
MAT,8,11,"І кажу вам: Що многі прийдуть від сходу й заходу, та й сядуть з Авраамом, з Ісааком і з Яковом у царстві небесному,"
MAT,8,12,"а сини царства будуть повикидані у темряву надвірню: там буде плач і скриготаннє зубів."
MAT,8,13,"Йди, і, як вірував єси, станеть ся тобі."
MAT,8,20,"Лисиці мають нори, й птаство небесне гнізда; Синові ж чоловічому ніде й голови прихилити."
MAT,8,22,"Йди слідом за мною; нехай мертві ховають мерці свої."
MAT,8,26,"Чого ви злякались, маловірні?"
MAT,8,32,"Ійдіть"
MAT,9,2,"Бодрись, сину; одпускають ся тобі гріхи твої."
MAT,9,4,"На що ви думаєте лукаве в серцях ваших?"
MAT,9,5,"Що ж бо легше: сказати: Одпускають ся тобі гріхи, чи сказати: Устань, та й ходи?"
MAT,9,6,"От же, щоб знали ви, що Син чоловічий має власть на землі прощати гріхи,"
MAT,9,6,"Устань, візьми постіль твою, та й іди до дому твого!"
MAT,9,9,"Йди слідом за мною."
MAT,9,12,"Дужим не треба лікаря, тільки недужим."
MAT,9,13,"От же йдіть та навчіть ся, що воно єсть: Милости хочу, а не жертви. Не прийшов бо я звати праведних а грішних до покаяння."
MAT,9,15,"Чи можуть весільні синове сумувати, поки з ними жених? Прийдуть же дні, що візьмуть від них жениха, тоді й постити муть."
MAT,9,16,"Ніхто не пришиває шматка нового сукна до старої одежини, бо відодреть ся його латка від одежини, й дірка буде гірша."
MAT,9,17,"І не наливають нового вина у старі міхи, ато міхи прорвуть ся, і вино витече, й міхи пропадуть; а наливають нове вино в міхи нові, то й буде все ціле."
MAT,9,22,"Дочко, бодрись; віра твоя спасла тебе."
MAT,9,24,"Уступіть ся: не вмерло бо дівча, а спить."
MAT,9,28,"Чи віруєте ви, що я можу се зробити?"
MAT,9,29,"По вірі вашій нехай станеть ся вам."
MAT,9,30,"Гледіть, щоб ніхто не довідавсь."
MAT,9,37,"Жнива багато, робітника ж мало."
MAT,9,38,"Просіть Господа жнива, щоб вислав женців на жниво своє."
MAT,10,5,"Не йдіть шляхом поган, і не ввіходьте в город Самарянський;"
MAT,10,6,"а радніщ ійдіть до загублених овечок дому Ізраїлевого;"
MAT,10,7,"а ходячи проповідуйте, глаголючи: Царство небесне наближилось."
MAT,10,8,"Сціляйте недужих, очищайте прокажених, воскрешайте мертвих, виганяйте біси; дармо прийняли, дармо й давайте."
MAT,10,9,"Не беріть собі ні золота, ні срібла, ні грошей у череси ваші,"
MAT,10,10,"ані торбини на дорогу, ані двох одежин, ні обувя, ні палиці: бо робітник достоєн харчі своєї."
MAT,10,11,"І в який город чи село ввійдете, роспитайте, хто там є достойний; там і пробувайте, аж поки вийдете."
MAT,10,12,"А як увійдете в яку господу, витайте її, кажучи: Мир сій господі."
MAT,10,13,"І, коли господа достойна, нехай упокій ваш зійде на неї. Коли ж вона недостойна, то нехай упокій ваш вернеть ся до вас."
MAT,10,14,"А хто вас не прийме й не слухати ме словес ваших, то, виходячи з такого дому чи города того, отрусіть і порох із ніг ваших."
MAT,10,15,"Істинно глаголю вам: Легше буде землі Содомській та Гоморській суднього дня, ніж городові тому."
MAT,10,16,"Оце я посилаю вас, як овечок між вовки; тим бувайте мудрі, як вужі, та тихі, як голуби."
MAT,10,17,"Та й стережіть ся людей: бо вони видавати муть вас у судові зборища, й в школах своїх бити вас будуть;"
MAT,10,18,"і водити муть вас перед старших та перед царів за мене, на сьвідкуваннє їм і поганам."
MAT,10,19,"Як же видавати муть вас, не дбайте про те, як і що вам казати; бо дасть ся вам того часу, що вам казати."
MAT,10,20,"Не ви бо промовляти мете, а дух Отця вашого промовляти ме в вас."
MAT,10,21,"Видавати ж ме брат брата на смерть, і батько дитину, і вставати муть діти на родителів, і вбивати муть їх."
MAT,10,22,"І ненавидіти муть вас усі за ймя моє; хто ж видержить до кінця, той спасеть ся."
MAT,10,23,"Коли ж вас гонити муть у тому городі, втікайте в инший: істинно бо глаголю вам: Не перейдете ще городів Ізраїлевих, доки Син чоловічий прийде."
MAT,10,24,"Ученик не старший від учителя свого, ані слуга від пана свого."
MAT,10,25,"Доволі з ученика, коли буде, як учитель його, а слуга, як пан його. Коли господаря дому названо Вельзевулом, то як більше домашніх його?"
MAT,10,26,"Тим же то не лякайтесь їх: нема бо нічого закритого, що не відкриєть ся, ані захованого, що не виявить ся."
MAT,10,27,"Що я кажу вам потемки, кажіть повидну; й що чуєте на ухо, проповідуйте на домах."
MAT,10,28,"І не лякайтесь тих, що вбивають тіло, душі ж не здоліють убити; а лякайтесь більше того, хто зможе погубити і душу й тіло в пеклі."
MAT,10,29,"Хиба не два горобці продають ся за шага? а ні один з них не впаде на землю без Отця вашого."
MAT,10,30,"У вас же і все волоссє на голові перелічене."
MAT,10,31,"Оце же не лякайтесь: ви дорожчі многих горобців."
MAT,10,32,"От же всякий, хто мене визнавати ме перед людьми, того й я визнавати му перед Отцем моїм, що на небі."
MAT,10,33,"А хто відречеть ся мене перед людьми, того й я відречусь перед Отцем моїм, що на небі."
MAT,10,34,"Не думайте, що я прийшов послати впокій на землю; не прийшов я послати впокій, а меч."
MAT,10,35,"Бо прийшов я, щоб поставити чоловіка різно проти батька його, й дочку проти матери її, й невістку проти свекрухи її."
MAT,10,36,"І будуть ворогами чоловікові домашні його."
MAT,10,37,"Хто любить батька або матір більш мене, недостоєн мене; й хто любить сина або дочку більш мене, недостоєн мене."
MAT,10,38,"І хто не візьме хреста свого, й не пійде слідом за мною, недостоєн мене."
MAT,10,39,"Хто б знайшов душу свою, погубить її; а хто б згубив душу свою задля мене, знайде її."
MAT,10,40,"Хто приймає вас, мене приймає; а хто приймає мене, приймає Того, хто послав мене."
MAT,10,41,"Хто приймає пророка в імя пророка, одержить нагороду пророчу; й хто приймає праведника в імя праведника, одержить нагороду праведничу."
MAT,10,42,"І хто напоїть одного з сих малих тільки чашею холодної води, в імя ученика, істино глаголю вам: Не втерає нагороди своєї."
MAT,11,4,"Ійдіть та сповістіть Йоана про все, що чули й бачили:"
MAT,11,5,"сліпі бачять, і криві ходять, прокажені очищають ся, і глухі чують, мертві встають, і вбогі проповідують благовістє."
MAT,11,6,"І щасливий, хто не поблазнить ся мною."
MAT,11,7,"Чого виходили ви в пустиню дивитись? На тростину, що вітер колише?"
MAT,11,8,"Або чого виходили ви дивитись? На чоловіка одягненого в мяку одежу? ось ті, що носять мяку одежу, вони в царських будинках."
MAT,11,9,"Або чого виходили ви дивитись? На пророка? Так, глаголю вам: І більше пророка."
MAT,11,10,"Се ж бо той, про кого писано: Ось посилаю ангела мого перед лицем твоїм, що приготовить дорогу твою перед тобою."
MAT,11,11,"Істино глаголю вам: Не явив ся між нарожденими від жінок більший від Йоана Хрестителя; найменший же у царстві небесному більший від него."
MAT,11,12,"І від часів Йоана Хрестителя та й до сього дня царство небесне здобуваєть ся силою, і хто здобуває, той силоміць бере його."
MAT,11,13,"Бо всі пророки й закон пророкували до Йоана."
MAT,11,14,"І коли хочете прийняти, він єсть Ілия, що має прийти."
MAT,11,15,"Хто має уші слухати, нехай слухає."
MAT,11,16,"Кому ж я уподоблю рід сей? Подібен він тим дітям, що сидять на торгу, та гукають до своїх товаришів,"
MAT,11,17,"та кажуть: Ми вам сурмили, а ви не скакали; ми вам жалібно приговорювали, а ви не плакали."
MAT,11,18,"Бо прийшов Йоан, не їсть і не пє, а вони кажуть: Диявола має."
MAT,11,19,"Прийшов Син чоловічий, їсть і пє, а вони кажуть: Ось чоловік прожора та пяниця, друг митникам та грішникам. І оправдилась премудрість від дітей своїх."
MAT,11,21,"Горе тобі, Хоразине! горе тобі, Витсаїдо! бо коли б чудеса, що стали ся в вас, стались у Тирі та Сидоні, давно були б вони покаялись у веретищі та попелі."
MAT,11,22,"Тільки ж глаголю вам: Одрадніще буде Тирові та Сидонові суднього дня, ніж вам."
MAT,11,23,"І ти, Капернауме, що піднявсь аж під небо, провалиш ся в саме пекло; бо коли б чудеса, що стали ся в тобі, стали ся в Содомі, зостав ся б він аж і досі."
MAT,11,24,"Тим то глаголю вам: Що одрадніще буде землі Содомській суднього дня, ніж тобі."
MAT,11,25,"Хвалю Тебе, Отче, Господи неба й землі, що Ти втаїв се від премудрих і розумних, а відкрив єси те недоліткам."
MAT,11,26,"Так, Отче: бо так воно вподобалось тобі."
MAT,11,27,"Все передане мені від Отця мого, й ніхто не знає Сина, тільки Отець; ані Отця ніхто не знає, тільки Син, та кому хоче Син одкрити."
MAT,11,28,"Прийдіть до мене, всі знеможені та отягчені, я впокою вас."
MAT,11,29,"Візьміть ярмо моє на себе, й навчіть ся від мене: бо я тихий і смирний серцем; то й знайдете відпочинок душам вашим."
MAT,11,30,"Бо ярмо моє любе, й тягар мій легкий."
MAT,12,3,"Хиба ви не читали, що зробив Давид, як зголоднів він і ті, що були з ним:"
MAT,12,4,"як він увійшов до Божого дому, та поїв хліби показні, що не годилось йому їсти, ні тим, що були з ним, а тільки одним священикам?"
MAT,12,5,"Або, хиба ви не читали в законі, як у суботу священики в церкві ламлють суботу, та й не винуваті?"
MAT,12,6,"Я ж вам глаголю: Що тут єсть більший від церкви."
MAT,12,7,"А коли б ви знали, що воно є: Милости хочу, а не жертви, то не осуджували б невинуватих."
MAT,12,8,"Бо Син чоловічий — Він Господь і суботи."
MAT,12,11,"Де між вами чоловік, що має одну вівцю, і коли впаде вона субітнього дня в яму, він не візьме, та й не витягне її?"
MAT,12,12,"Як же більше луччий чоловік від вівці? Тим годить ся чинити добро і в суботу."
MAT,12,13,"Простягни руку твою."
MAT,12,25,"Всяке царство, що поділить ся у собі, спустіє; і всякий город і господа, що поділить ся у собі, не встоїть."
MAT,12,26,"І коли сатана сатану виганяє, то розділив ся сам у собі; як же стояти ме царство його?"
MAT,12,27,"І коли я виганяю біси Вельзевулом, то ким виганяють їх сини ваші? Тим вони будуть вашими суддями."
MAT,12,28,"Коли ж я виганяю біси Духом Божим, то вже приспіло до вас царство Боже."
MAT,12,29,"Або, як може хто увійти в господу сильного, та пожакувати надоби його, хиба що звяже перше сильного, й тоді пожакує господу його?"
MAT,12,30,"Хто не зо мною, той проти мене; і хто не збирає зо мною, той розсипає."
MAT,12,31,"Тим глаголю вам: Усякий гріх і хула простить ся людям; а хула на Духа не простить ся людям."
MAT,12,32,"І хто скаже слово проти Сина чоловічого, простить ся йому; а хто скаже слово проти Духа сьвятого, не простить ся йому ні в сьому віку, ні в будучому."
MAT,12,33,"Або посадите дерево добре, то й овощ його добрий; або посадите дерево пусте, то й овощ його пустий; бо дерево познаєть ся по овощу."
MAT,12,34,"Кодло гадюче, як можете промовляти добрі речі, бувши лихими? бо від переповні серця уста промовляють."
MAT,12,35,"Добрий чоловік із доброго скарбу серця виносить добре, а лихий чоловік із лихого скарбу виносить лихе."
MAT,12,36,"Я ж вам глаголю: Що за всяке пусте слово, яке говорити муть люде, дадуть одвіт суднього дня."
MAT,12,37,"Бо по словам твоїм оправдиш ся, й по словам твоїм осудиш ся."
MAT,12,39,"Лукаве та перелюбне кодло ознаки шукає, та ознака не дасть ся йому, як тільки ознака Йони пророка."
MAT,12,40,"Бо, як Йона був три дні й три ночі у кита в череві, так буде й Син чоловічий три дні й три ночі в серці землі."
MAT,12,41,"Ниневяне встануть на суд із кодлом сим, та й осудять його, бо покаялись по проповіді Йониній; а ось тут більший від Йони."
MAT,12,42,"Полуденна цариця встане на суд із кодлом сим та й осудить його: бо прийшла з найдальших країн землі слухати премудрості Соломонової; а ось тут більший від Соломона."
MAT,12,43,"Як же нечистий дух вийде з чоловіка, то блукає по безвіддях, шукаючи відпочинку, та й не знаходить."
MAT,12,44,"Тоді каже: Вернусь у домівку мою, звідкіля я вийшов; і, прийшовши, знаходить її порожню, виметену й прибрану."
MAT,12,45,"Йде тоді, й бере до себе сім инших духів, ще зліщих ніж сам, і ввіходять та й живуть там; і буде останнє чоловіка того гірше ніж перше. Так станеть ся й кодлу сьому лукавому."
MAT,12,48,"Хто се мати моя? і хто брати мої?"
MAT,12,49,"Ось мати моя й брати мої!"
MAT,12,50,"Бо хто чинити ме волю Отця мого, що на небі, той брат мені, й сестра, й мати."
MAT,13,3,"Ото вийшов сіяч сіяти;"
MAT,13,4,"і як він сіяв, инше впало край шляху, й прилетіло птаство, та й повизбирувало його."
MAT,13,5,"Инше ж упало на каменистому, де не мало землі багато, й зараз посходило, бо не мало глибокої землі;"
MAT,13,6,"як же зійшло сонце, то й повяло воно, а, не мавши кореня, посохло."
MAT,13,7,"А инше попадало між тернину, й тернина, розвившись, поглушила його."
MAT,13,8,"Инше ж упало на добру землю, і дало овощ, одно в сотеро, друге в шісьдесятеро, инше ж у трийцятеро."
MAT,13,9,"Хто має уші слухати, нехай слухає."
MAT,13,11,"Вам дано знати тайни царства небесного, їм же не дано."
MAT,13,12,"Хто бо має, тому дасть ся, й надто мати ме; а хто не має, в того візьметь ся й те, що має."
MAT,13,13,"Тим я глаголю до них приповістями: бо, дивлячись, не бачять, і слухаючи, не чують, ані розуміють."
MAT,13,14,"І справджуєть ся на них пророцтво Ісаїї, що глаголе: Слухом слухати мете, та й не зрозумієте, й, дивлячись, бачити мете, та й не постережете."
MAT,13,15,"Затверділо бо серце народу сього, й ушима тяжко чують, й очі свої вони заплющили, щоб инколи не побачити очима, й не почути ушима, й не зрозуміти серцем, і не навернутись, щоб сцілив я їх."
MAT,13,16,"Ваші ж очі блаженні, бо бачять, і уші ваші, бо чують."
MAT,13,17,"Істино бо глаголю вам: Що многі пророки й праведники бажали бачити, що ви бачите, та й не бачили; й чути, що ви чуєте, та й не чули."
MAT,13,18,"Оце ж послухайте приповісті про сіяча."
MAT,13,19,"Коли хто чує слово царства, й не зрозуміє, приходить лукавий, та й хапає, що посіяно у него в серці. Се — засіяний край шляху."
MAT,13,20,"А засіяний на каменистому, се той, що чує слово, й зараз приймає його з радостю:"
MAT,13,21,"тільки же не має він кореня в собі, він до часу; як настане горе або гоненнє за слово, зараз блазнить ся."
MAT,13,22,"А засіяний в тернині, се той, що чує слово, та журба віку сього і омана богацтва глушить слово, й робить ся безʼовочним."
MAT,13,23,"Засіяний же на добрій землі, се той, що чує слово й розуміє, й дає овощ; і родить одно в сотеро, друге в шістьдесятеро, инше ж у трийцятеро."
MAT,13,24,"Уподобилось царство небесне чоловікові, що сіє добре насіннє на ниві своїй;"
MAT,13,25,"як же люде спали, прийшов ворог його, й насіяв куколю між пшеницю, та й пійшов."
MAT,13,26,"Як же зійшов засів, та приніс овощ, показавсь тоді й кукіль."
MAT,13,27,"І прийшли слуги господаря того, та й кажуть йому: Пане, хиба ти не добре насіннє сіяв на твоїй ниві? Звідкіля ж узяв ся кукіль?"
MAT,13,28,"Він же рече їм: Се зробив чоловік ворог. Слуги ж сказали йому: Чи хочеш, щоб ми пійшли та випололи його?"
